"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Product: Metal: Metal Name","Product: Product Code"
"CON-59916","SO-33738","5/15/2023","Silver Bar 10 oz Any Brand Cast","5.000000","Shilla Jewelry Inc","Silver","SB10CA"
"CON-59805","SO-33678","5/10/2023","Silver Bar 10 oz Any Brand Cast","200.000000","Kilo Funding 1 LLC","Silver","SB10CA"
"CON-59803","SO-33676","5/10/2023","Silver Bar 10 oz Any Brand Cast","15.000000","Dallas Diamonds","Silver","SB10CA"
"CON-59827","SO-33693","5/11/2023","Silver Bar 10 oz Any Brand Cast","260.000000","ARK Silver","Silver","SB10CA"
"CON-59983","SO-33773","5/16/2023","Silver Bar 10 oz Any Brand Cast","5.000000","JTC Jewelry & Design","Silver","SB10CA"
"CON-60624","SO-34077","6/13/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-59383","SO-33470","4/26/2023","Silver Bar 10 oz Any Brand Cast","3.000000","Trust Jewelry and Repair, Inc.","Silver","SB10CA"
"CON-59560","SO-33557","5/2/2023","Silver Bar 10 oz Any Brand Cast","1.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-59920","SO-33740","5/15/2023","Silver Bar 10 oz Any Brand Cast","20.000000","Lynchburg Pawn Shop","Silver","SB10CA"
"CON-59746","SO-33650","5/9/2023","Silver Bar 10 oz Any Brand Cast","15.000000","Blue Ridge Coin Shop","Silver","SB10CA"
"CON-59819","SO-33686","5/11/2023","Silver Bar 10 oz Any Brand Cast","30.000000","Precious Commodities","Silver","SB10CA"
"CON-60002","SO-33785","5/17/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Borderland Jewelry Inc.","Silver","SB10CA"
"CON-60077","SO-33829","5/19/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-60070","SO-33827","5/19/2023","Silver Bar 10 oz Any Brand Cast","15.000000","In God We Trust Coins","Silver","SB10CA"
"CON-61673","SO-34498","7/25/2023","Silver Bar 10 oz Any Brand Cast","15.000000","Dallas Diamonds","Silver","SB10CA"
"CON-60810","SO-34158","6/21/2023","Silver Bar 10 oz Any Brand Cast","2.000000","Gene Johnson","Silver","SB10CA"
"CON-61726","SO-34522","7/26/2023","Silver Bar 10 oz Any Brand Cast","32.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-60774","SO-34139","6/20/2023","Silver Bar 10 oz Any Brand Cast","100.000000","X-It Products, LLC","Silver","SB10CA"
"CON-56514","SO-31761","1/17/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Anderson Jewelers Inc (CT)","Silver","SB10CA"
"CON-61693","SO-34507","7/25/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Gold Rush Mercantile & Trading","Silver","SB10CA"
"CON-61130","SO-34287","7/6/2023","Silver Bar 10 oz Any Brand Cast","34.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-60686","SO-34097","6/16/2023","Silver Bar 10 oz Any Brand Cast","3.000000","Bedford Gold & Silver Exchange","Silver","SB10CA"
"CON-61239","SO-34336","7/13/2023","Silver Bar 10 oz Any Brand Cast","10.000000","In God We Trust Coins","Silver","SB10CA"
"CON-60721","SO-34111","6/19/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Main Street Metals LLC","Silver","SB10CA"
"CON-56566","SO-31789","1/19/2023","Silver Bar 10 oz Any Brand Cast","10.000000","L&B Coins","Silver","SB10CA"
"CON-56093","SO-31582","1/9/2023","Silver Bar 10 oz Any Brand Cast","2.000000","Gene Johnson","Silver","SB10CA"
"CON-60146","SO-33871","5/22/2023","Silver Bar 10 oz Any Brand Cast","1.000000","Shirin Diamond Center","Silver","SB10CA"
"CON-60944","SO-34223","6/27/2023","Silver Bar 10 oz Any Brand Cast","19.000000","JC Jewelers","Silver","SB10CA"
"CON-61134","SO-34288","7/7/2023","Silver Bar 10 oz Any Brand Cast","10.000000","McKee Coins Inc.","Silver","SB10CA"
"CON-56974","SO-32002","2/7/2023","Silver Bar 10 oz Any Brand Cast","1.000000","Tomahawk Consulting, LLC","Silver","SB10CA"
"CON-59966","SO-33763","5/16/2023","Silver Bar 10 oz Any Brand Cast","80.000000","Tulsa Gold and Silver","Silver","SB10CA"
"CON-57022","SO-32029","2/8/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Pineforest Jewelry, Inc.","Silver","SB10CA"
"CON-56526","SO-31769","1/18/2023","Silver Bar 10 oz Any Brand Cast","100.000000","LKT & Associates","Silver","SB10CA"
"CON-60880","SO-34200","6/26/2023","Silver Bar 10 oz Any Brand Cast","50.000000","Alaska Bullion & Coin, LLC","Silver","SB10CA"
"CON-60900","SO-34207","6/26/2023","Silver Bar 10 oz Any Brand Cast","40.000000","River City Pawn and Gun, LLC","Silver","SB10CA"
"CON-60916","SO-34210","6/26/2023","Silver Bar 10 oz Any Brand Cast","40.000000","Shepherd Coins & Collectibles","Silver","SB10CA"
"CON-56535","SO-31779","1/18/2023","Silver Bar 10 oz Any Brand Cast","11.000000","Main Street Metals LLC","Silver","SB10CA"
"CON-61450","SO-34418","7/14/2023","Silver Bar 10 oz Any Brand Cast","7.000000","Dallas Diamonds","Silver","SB10CA"
"CON-56534","SO-31776","1/18/2023","Silver Bar 10 oz Any Brand Cast","11.000000","Main Street Metals LLC","Silver","SB10CA"
"CON-56533","SO-31777","1/18/2023","Silver Bar 10 oz Any Brand Cast","34.000000","Main Street Metals LLC","Silver","SB10CA"
"CON-57091","SO-32062","2/10/2023","Silver Bar 10 oz Any Brand Cast","20.000000","A Coin Shop","Silver","SB10CA"
"CON-58274","SO-32769","3/22/2023","Silver Bar 10 oz Any Brand Cast","663.000000","Tulsa Gold and Silver","Silver","SB10CA"
"CON-56132","SO-31599","1/11/2023","Silver Bar 10 oz Any Brand Cast","50.000000","Bob Cooper Clearance House Inc. DBA Traders Pawn Shop","Silver","SB10CA"
"CON-61567","SO-34458","7/19/2023","Silver Bar 10 oz Any Brand Cast","100.000000","Kilo Funding 1 LLC","Silver","SB10CA"
"CON-61518","SO-34449","7/18/2023","Silver Bar 10 oz Any Brand Cast","500.000000","Kilo Funding 1 LLC","Silver","SB10CA"
"CON-56150","SO-31605","1/11/2023","Silver Bar 10 oz Any Brand Cast","20.000000","Hero Bullion, LLC","Silver","SB10CA"
"CON-61434","SO-34411","7/14/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-59863","SO-33709","5/12/2023","Silver Bar 10 oz Any Brand Cast","20.000000","Showcase Jewelers of Salina","Silver","SB10CA"
"CON-61589","SO-34470","7/20/2023","Silver Bar 10 oz Any Brand Cast","10.000000","In God We Trust Coins","Silver","SB10CA"
"CON-56097","SO-31586","1/10/2023","Silver Bar 10 oz Any Brand Cast","20.000000","Hero Bullion, LLC","Silver","SB10CA"
"CON-56094","SO-31584","1/9/2023","Silver Bar 10 oz Any Brand Cast","10.000000","River City Pawn and Gun, LLC","Silver","SB10CA"
"CON-62077","SO-34669","8/1/2023","Silver Bar 10 oz Any Brand Cast","5.000000","Dallas Diamonds","Silver","SB10CA"
"CON-63123","SO-35154","9/7/2023","Silver Bar 10 oz Any Brand Cast","34.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62643","SO-34939","8/22/2023","Silver Bar 10 oz Any Brand Cast","8.000000","Main Street Metals LLC","Silver","SB10CA"
"CON-62214","SO-34741","8/8/2023","Silver Bar 10 oz Any Brand Cast","10.000000","In God We Trust Coins","Silver","SB10CA"
"CON-62341","SO-34798","8/11/2023","Silver Bar 10 oz Any Brand Cast","35.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62824","SO-35030","8/28/2023","Silver Bar 10 oz Any Brand Cast","50.000000","Raleigh Gold Coin and Jewelry LLC","Silver","SB10CA"
"CON-62547","SO-34894","8/17/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-62626","SO-34931","8/21/2023","Silver Bar 10 oz Any Brand Cast","50.000000","Raleigh Gold Coin and Jewelry LLC","Silver","SB10CA"
"CON-56168","SO-31614","1/12/2023","Silver Bar 10 oz Any Brand Cast","4000.000000","Dillon Gage Inc. of Dallas","Silver","SB10CA"
"CON-63304","SO-35226","9/14/2023","Silver Bar 10 oz Any Brand Cast","35.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62652","SO-34944","8/22/2023","Silver Bar 10 oz Any Brand Cast","5.000000","Christensen Jewelry","Silver","SB10CA"
"CON-62310","SO-34786","8/10/2023","Silver Bar 10 oz Any Brand Cast","164.000000","In God We Trust Coins","Silver","SB10CA"
"CON-62228","SO-34751","8/8/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Shilla Jewelry Inc","Silver","SB10CA"
"CON-62301","SO-34782","8/10/2023","Silver Bar 10 oz Any Brand Cast","37.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-63339","SO-35247","9/14/2023","Silver Bar 10 oz Any Brand Cast","35.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62432","SO-34848","8/15/2023","Silver Bar 10 oz Any Brand Cast","35.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62409","SO-34838","8/15/2023","Silver Bar 10 oz Any Brand Cast","30.000000","Luxe Jewel Exchange","Silver","SB10CA"
"CON-62294","SO-34777","8/10/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-63153","SO-35169","9/8/2023","Silver Bar 10 oz Any Brand Cast","35.000000","JC Jewelers","Silver","SB10CA"
"CON-62742","SO-34987","8/24/2023","Silver Bar 10 oz Any Brand Cast","149.000000","Kethem International, LLC","Silver","SB10CA"
"CON-62239","SO-34755","8/9/2023","Silver Bar 10 oz Any Brand Cast","30.000000","Mitchell's Jewelry (OK)","Silver","SB10CA"
"CON-62277","SO-34768","8/9/2023","Silver Bar 10 oz Any Brand Cast","35.000000","The Gold Market, Inc.","Silver","SB10CA"
"CON-62556","SO-34900","8/18/2023","Silver Bar 10 oz Any Brand Cast","2.000000","Gene Johnson","Silver","SB10CA"
"CON-62616","SO-34933","8/21/2023","Silver Bar 10 oz Any Brand Cast","16.000000","Dallas Diamonds","Silver","SB10CA"
"CON-63171","SO-35175","9/8/2023","Silver Bar 10 oz Any Brand Cast","1.000000","Christensen Jewelry","Silver","SB10CA"
"CON-63132","SO-35159","9/8/2023","Silver Bar 10 oz Any Brand Cast","2.000000","Coin Junction","Silver","SB10CA"
"CON-62809","SO-35020","8/25/2023","Silver Bar 10 oz Any Brand Cast","15.000000","Royal Gold & Silver Exchange","Silver","SB10CA"
"CON-56847","SO-31917","1/31/2023","Silver Bar 10 oz Any Brand Cast","2.000000","Summerville Jewelers LLC","Silver","SB10CA"
"CON-63527","SO-35317","9/21/2023","Silver Bar 10 oz Any Brand Cast","391.000000","The Celestial Earth DBA Celestial Jewelers","Silver","SB10CA"
"CON-60406","SO-33997","6/1/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-56849","SO-31919","1/31/2023","Silver Bar 10 oz Any Brand Cast","11.000000","David Kay Jewelers LLC","Silver","SB10CA"
"CON-56776","SO-31875","1/26/2023","Silver Bar 10 oz Any Brand Cast","10.000000","Trust Jewelry and Repair, Inc.","Silver","SB10CA"
"CON-60784","SO-34144","6/20/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Michele & Company Fine Jewelers","Silver","SB10CA"
"CON-56858","SO-31924","1/31/2023","Silver Bar 10 oz Any Brand Cast","74.000000","Alaska Bullion & Coin, LLC","Silver","SB10CA"
"CON-56900","SO-31965","2/3/2023","Silver Bar 10 oz Any Brand Cast","20.000000","Garcia & Co. Jewelers","Silver","SB10CA"
"CON-60462","SO-34015","6/5/2023","Silver Bar 10 oz Any Brand Cast","50.000000","JC Jewelers","Silver","SB10CA"
"CON-57102","SO-32069","2/13/2023","Silver Bar 10 oz Any Brand Cast","7.000000","Luxe Jewel Exchange","Silver","SB10CA"
"CON-58812","SO-33101","4/5/2023","Silver Bar 10 oz Any Brand Cast","100.000000","Burleson Gold & Silver","Silver","SB10CA"
"CON-58436","SO-32875","3/28/2023","Silver Bar 10 oz Any Brand Cast","100.000000","Central Refining","Silver","SB10CA"
"CON-61077","SO-34270","7/3/2023","Silver Bar 10 oz Any Brand Cast","4.000000","Coin Junction","Silver","SB10CA"
"CON-60581","SO-34056","6/12/2023","Silver Bar 10 oz Any Brand Cast","9.000000","JC Jewelers","Silver","SB10CA"
"CON-57612","SO-32328","3/6/2023","Silver Bar 10 oz Eagle","40.000000","Royal Gold & Silver Exchange","Silver","SB10EAGLE"
"CON-58150","SO-32683","3/20/2023","Silver Bar 10 oz Eagle","17.000000","Dallas Diamonds","Silver","SB10EAGLE"
"CON-58234","SO-32732","3/22/2023","Silver Bar 10 oz Eagle","5.000000","Coin Junction","Silver","SB10EAGLE"
"CON-58325","SO-32807","3/23/2023","Silver Bar 10 oz Eagle","6.000000","JC Jewelers","Silver","SB10EAGLE"
"CON-57810","SO-32467","3/13/2023","Silver Bar 10 oz Eagle","15.000000","P&G Jewelry of Wooster LLC","Silver","SB10EAGLE"
"CON-57703","SO-32385","3/8/2023","Silver Bar 10 oz Eagle","3.000000","Luxe Jewel Exchange","Silver","SB10EAGLE"
"CON-58043","SO-32612","3/16/2023","Silver Bar 10 oz Eagle","10.000000","Such A Deal Jewelry Inc. DBA B Mitchel Fine Jewelry","Silver","SB10EAGLE"
"CON-58124","SO-32665","3/20/2023","Silver Bar 10 oz Eagle","74.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10EAGLE"
"CON-58123","SO-32664","3/20/2023","Silver Bar 10 oz Eagle","10.000000","Reuven Gitters Jewelers","Silver","SB10EAGLE"
"CON-58129","SO-32667","3/20/2023","Silver Bar 10 oz Eagle","50.000000","LKT & Associates","Silver","SB10EAGLE"
"CON-58479","SO-32900","3/28/2023","Silver Bar 10 oz Eagle","1.000000","Floyd's Gold","Silver","SB10EAGLE"
"CON-58486","SO-32906","3/29/2023","Silver Bar 10 oz Eagle","5.000000","Such A Deal Jewelry Inc. DBA B Mitchel Fine Jewelry","Silver","SB10EAGLE"
"CON-58164","SO-32693","3/20/2023","Silver Bar 10 oz Eagle","65.000000","Alaska Bullion & Coin, LLC","Silver","SB10EAGLE"
"CON-58186","SO-32716","3/21/2023","Silver Bar 10 oz Eagle","73.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10EAGLE"
"CON-58226","SO-32730","3/22/2023","Silver Bar 10 oz Eagle","6.000000","David Kay Jewelers LLC","Silver","SB10EAGLE"
"CON-56479","SO-31746","1/17/2023","Silver Bar 10 oz Eagle","10.000000","JC Jewelers","Silver","SB10EAGLE"
"CON-57674","SO-32361","3/7/2023","Silver Bar 10 oz Eagle","40.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SB10EAGLE"
"CON-58806","SO-33095","4/5/2023","Silver Bar 10 oz Eagle","2.000000","The Gold Market, Inc.","Silver","SB10EAGLE"
"CON-58182","SO-32709","3/21/2023","Silver Bar 10 oz Eagle","5.000000","Ultimate Pawn LLC","Silver","SB10EAGLE"
"CON-57439","SO-32252","2/27/2023","Silver Bar 10 oz Eagle","10.000000","McKee Coins Inc.","Silver","SB10EAGLE"
"CON-57154","SO-32101","2/14/2023","Silver Bar 10 oz Eagle","65.000000","Alaska Bullion & Coin, LLC","Silver","SB10EAGLE"
"CON-59616","SO-33588","5/4/2023","Silver Bar 10 oz Eagle","12.000000","T Trading LLC","Silver","SB10EAGLE"
"CON-57368","SO-32207","2/24/2023","Silver Bar 10 oz Eagle","40.000000","Main Street Metals LLC","Silver","SB10EAGLE"
"CON-57677","SO-32365","3/7/2023","Silver Bar 10 oz Eagle","33.000000","Young's Jewelry, Inc. (TX)","Silver","SB10EAGLE"
"CON-56121","SO-31592","1/10/2023","Silver Bar 10 oz Eagle","1000.000000","Kilo Funding 1 LLC","Silver","SB10EAGLE"
"CON-57763","SO-32425","3/10/2023","Silver Bar 10 oz Eagle","10.000000","A Coin Shop","Silver","SB10EAGLE"
"CON-57996","SO-32577","3/15/2023","Silver Bar 10 oz Eagle","10.000000","Dallas Diamonds","Silver","SB10EAGLE"
"CON-58440","SO-32877","3/28/2023","Silver Bar 10 oz Eagle","1.000000","Floyd's Gold","Silver","SB10EAGLE"
"CON-57460","SO-32266","2/28/2023","Silver Bar 10 oz Eagle","15.000000","Brian Manley","Silver","SB10EAGLE"
"CON-57803","SO-32456","3/13/2023","Silver Bar 10 oz Eagle","38.000000","The Jewelry Doctor","Silver","SB10EAGLE"
"CON-57163","SO-32107","2/15/2023","Silver Bar 10 oz Eagle","2.000000","Coin Junction","Silver","SB10EAGLE"
"CON-57989","SO-32572","3/15/2023","Silver Bar 10 oz Eagle","15.000000","Gold & Silver Exchange (MI)","Silver","SB10EAGLE"
"CON-57545","SO-32296","3/2/2023","Silver Bar 10 oz Eagle","3.000000","Coin Junction","Silver","SB10EAGLE"
"CON-57385","SO-32219","2/24/2023","Silver Bar 10 oz Eagle","2.000000","Manor Auctions LLC","Silver","SB10EAGLE"
"CON-57341","SO-32194","2/22/2023","Silver Bar 10 oz Eagle","100.000000","Rarity Ventures","Silver","SB10EAGLE"
"CON-58424","SO-32870","3/27/2023","Silver Bar 10 oz Eagle","2.000000","Floyd's Gold","Silver","SB10EAGLE"
"CON-57387","SO-32221","2/24/2023","Silver Bar 10 oz Eagle","10.000000","Shilla Jewelry Inc","Silver","SB10EAGLE"
"CON-57846","SO-32485","3/13/2023","Silver Bar 10 oz Eagle","12.000000","River City Pawn and Gun, LLC","Silver","SB10EAGLE"
"CON-56862","SO-31925","2/1/2023","Silver Bar 10 oz Eagle","60.000000","Blue Ridge Coin Shop","Silver","SB10EAGLE"
"CON-57400","SO-32232","2/24/2023","Silver Bar 10 oz Eagle","3.000000","Showcase Jewelers of Salina","Silver","SB10EAGLE"
"CON-57581","SO-32312","3/3/2023","Silver Bar 10 oz Eagle","20.000000","In God We Trust Coins","Silver","SB10EAGLE"
"CON-57355","SO-32200","2/23/2023","Silver Bar 10 oz Eagle","5.000000","K.B. Zaveree","Silver","SB10EAGLE"
"CON-58118","SO-32662","3/19/2023","Silver Bar 10 oz Eagle","21.000000","Masterson Trading Company","Silver","SB10EAGLE"
"CON-57977","SO-32563","3/15/2023","Silver Bar 10 oz Eagle","30.000000","Mitchell's Jewelry (OK)","Silver","SB10EAGLE"
"CON-58073","SO-32632","3/17/2023","Silver Bar 10 oz Eagle","25.000000","L&B Coins","Silver","SB10EAGLE"
"CON-59955","SO-33757","5/16/2023","Silver Bar 10 oz Englehard","108.000000","Hero Bullion, LLC","Silver","SB10EH"
"CON-62197","SO-34734","8/7/2023","Silver Bar 10 oz Englehard","15.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SB10EH"
"CON-62178","SO-34724","8/7/2023","Silver Bar 10 oz Generic","14.000000","River City Pawn and Gun, LLC","Silver","SB10GEN"
"CON-59509","SO-33528","5/1/2023","Silver Bar 10 oz Generic","5.000000","Mallory's Creations","Silver","SB10GEN"
"CON-58306","SO-32792","3/23/2023","Silver Bar 10 oz Generic","1.000000","Main Street Metals LLC","Silver","SB10GEN"
"CON-62105","SO-34690","8/2/2023","Silver Bar 10 oz Generic","33.000000","The Gold Market, Inc.","Silver","SB10GEN"
"CON-62152","SO-34705","8/3/2023","Silver Bar 10 oz Generic","33.000000","The Gold Market, Inc.","Silver","SB10GEN"
"CON-59379","SO-33466","4/26/2023","Silver Bar 10 oz Generic","33.000000","Blue Ridge Coin Shop","Silver","SB10GEN"
"CON-59271","SO-33394","4/21/2023","Silver Bar 10 oz Generic","1.000000","University Numismatics","Silver","SB10GEN"
"CON-59346","SO-33447","4/25/2023","Silver Bar 10 oz Generic","7.000000","Coin Junction","Silver","SB10GEN"
"CON-57118","SO-32075","2/14/2023","Silver Bar 10 oz Generic","50.000000","ARK Silver","Silver","SB10GEN"
"CON-57315","SO-32173","2/22/2023","Silver Bar 10 oz Generic","10.000000","In God We Trust Coins","Silver","SB10GEN"
"CON-59616","SO-33588","5/4/2023","Silver Bar 10 oz Generic","1.000000","T Trading LLC","Silver","SB10GEN"
"CON-59534","SO-33539","5/2/2023","Silver Bar 10 oz Generic","29.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10GEN"
"CON-62907","SO-35051","8/30/2023","Silver Bar 10 oz Generic","3.000000","Seldom Seen Resale","Silver","SB10GEN"
"CON-62770","SO-35001","8/24/2023","Silver Bar 10 oz Generic","20.000000","McKee Coins Inc.","Silver","SB10GEN"
"CON-62370","SO-34813","8/14/2023","Silver Bar 10 oz Generic","60.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SB10GEN"
"CON-62378","SO-34818","8/14/2023","Silver Bar 10 oz Generic","1.000000","Christensen Jewelry","Silver","SB10GEN"
"CON-63332","SO-35244","9/14/2023","Silver Bar 10 oz Generic","20.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SB10GEN"
"CON-63344","SO-35251","9/15/2023","Silver Bar 10 oz Generic","4.000000","Coin Junction","Silver","SB10GEN"
"CON-62979","SO-35080","9/1/2023","Silver Bar 10 oz Generic","1.000000","Bedford Gold & Silver Exchange","Silver","SB10GEN"
"CON-62990","SO-35087","9/1/2023","Silver Bar 10 oz Generic","20.000000","McKee Coins Inc.","Silver","SB10GEN"
"CON-55967","SO-31536","1/4/2023","Silver Bar 10 oz Generic","3.000000","Masterson Trading Company","Silver","SB10GEN"
"CON-56177","SO-31619","1/12/2023","Silver Bar 10 oz Generic","16.000000","Chad Harris","Silver","SB10GEN"
"CON-60393","SO-33991","6/1/2023","Silver Bar 10 oz Generic","5.000000","Mallory's Creations","Silver","SB10GEN"
"CON-56035","SO-31560","1/5/2023","Silver Bar 10 oz Generic","16.000000","P&G Jewelry of Wooster LLC","Silver","SB10GEN"
"CON-57442","SO-32255","2/28/2023","Silver Bar 10 oz Generic","10.000000","In God We Trust Coins","Silver","SB10GEN"
"CON-57443","SO-32256","2/28/2023","Silver Bar 10 oz Generic","15.000000","Main Street Metals LLC","Silver","SB10GEN"
"CON-62197","SO-34734","8/7/2023","Silver Bar 10 oz JM","8.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SB10JM"
"CON-58532","SO-32927","3/30/2023","Silver Bar 10 oz Any Brand Struck","11.000000","Rudy's Gold & Silver","Silver","SB10ST"
"CON-58567","SO-32944","3/30/2023","Silver Bar 10 oz Any Brand Struck","70.000000","David Kay Jewelers LLC","Silver","SB10ST"
"CON-58631","SO-32993","4/3/2023","Silver Bar 10 oz Any Brand Struck","20.000000","Township Coins, Inc.","Silver","SB10ST"
"CON-58507","SO-32916","3/29/2023","Silver Bar 10 oz Any Brand Struck","2.000000","Florida Estate Sales","Silver","SB10ST"
"CON-58479","SO-32900","3/28/2023","Silver Bar 10 oz Any Brand Struck","2.000000","Floyd's Gold","Silver","SB10ST"
"CON-58720","SO-33044","4/4/2023","Silver Bar 10 oz Any Brand Struck","10.000000","Dallas Diamonds","Silver","SB10ST"
"CON-58182","SO-32709","3/21/2023","Silver Bar 10 oz Any Brand Struck","5.000000","Ultimate Pawn LLC","Silver","SB10ST"
"CON-59189","SO-33341","4/18/2023","Silver Bar 10 oz Any Brand Struck","1.000000","The Gold Market, Inc.","Silver","SB10ST"
"CON-59111","SO-33301","4/14/2023","Silver Bar 10 oz Any Brand Struck","33.000000","Rudy's Gold & Silver","Silver","SB10ST"
"CON-59704","SO-33629","5/8/2023","Silver Bar 10 oz Any Brand Struck","4.000000","Gene Johnson","Silver","SB10ST"
"CON-58742","SO-33063","4/4/2023","Silver Bar 10 oz Any Brand Struck","10.000000","Grand Gallery Auctions Inc.","Silver","SB10ST"
"CON-59598","SO-33582","5/3/2023","Silver Bar 10 oz Any Brand Struck","65.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10ST"
"CON-59534","SO-33539","5/2/2023","Silver Bar 10 oz Any Brand Struck","40.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10ST"
"CON-56489","SO-31751","1/17/2023","Silver Bar 10 oz Any Brand Struck","10.000000","Numismatic Treasures Ltd.","Silver","SB10ST"
"CON-58253","SO-32750","3/22/2023","Silver Bar 10 oz Any Brand Struck","33.000000","The Gold Market, Inc.","Silver","SB10ST"
"CON-57940","SO-32542","3/15/2023","Silver Bar 10 oz Any Brand Struck","10.000000","Blue Ridge Coin Shop","Silver","SB10ST"
"CON-59263","SO-33387","4/20/2023","Silver Bar 10 oz Any Brand Struck","1.000000","The Gold Market, Inc.","Silver","SB10ST"
"CON-61590","SO-34471","7/20/2023","Silver Bar 10 oz Any Brand Struck","4.000000","LKT & Associates","Silver","SB10ST"
"CON-61567","SO-34458","7/19/2023","Silver Bar 10 oz Any Brand Struck","50.000000","Kilo Funding 1 LLC","Silver","SB10ST"
"CON-63030","SO-35110","9/5/2023","Silver Bar 10 oz Any Brand Struck","4.000000","Gene Johnson","Silver","SB10ST"
"CON-57986","SO-32570","3/15/2023","Silver Bar 10 oz Any Brand Struck","5.000000","Masterson Trading Company","Silver","SB10ST"
"CON-57451","SO-32262","2/28/2023","Silver Bar 10 oz Any Brand Struck","150.000000","Scott Mosley Trading LLC","Silver","SB10ST"
"CON-57034","SO-32032","2/9/2023","Silver Bar 10 oz Any Brand Struck","2.000000","Main Street Metals LLC","Silver","SB10ST"
"CON-57914","SO-32524","3/14/2023","Silver Bar 10 oz Any Brand Struck","38.000000","The Gold Market, Inc.","Silver","SB10ST"
"CON-57054","SO-32041","2/9/2023","Silver Bar 10 oz Any Brand Struck","4.000000","Gene Johnson","Silver","SB10ST"
"CON-56868","SO-31929","2/1/2023","Silver Bar 10 oz Any Brand Struck","10.000000","Manor Auctions LLC","Silver","SB10ST"
"CON-57103","SO-32070","2/13/2023","Silver Bar 10 oz Any Brand Struck","36.000000","P&G Jewelry of Wooster LLC","Silver","SB10ST"
"CON-58612","SO-32976","3/31/2023","Silver Bar 10 oz Valcambi","3.000000","Michele & Company Fine Jewelers","Silver","SB10VAL"
"CON-58507","SO-32916","3/29/2023","Silver Bar 10 oz Valcambi","2.000000","Florida Estate Sales","Silver","SB10VAL"
"CON-58298","SO-32785","3/23/2023","Silver Bar 10 oz Valcambi","30.000000","Bob Cooper Clearance House Inc. DBA Traders Pawn Shop","Silver","SB10VAL"
"CON-58745","SO-33066","4/4/2023","Silver Bar 10 oz Valcambi","15.000000","Havilah Asset Management, LLC","Silver","SB10VAL"
"CON-58503","SO-32915","3/29/2023","Silver Bar 10 oz Valcambi","10.000000","Borderland Jewelry Inc.","Silver","SB10VAL"
"CON-58189","SO-32719","3/21/2023","Silver Bar 10 oz Valcambi","5.000000","Brannon Johnson","Silver","SB10VAL"
"CON-58770","SO-33077","4/5/2023","Silver Bar 10 oz Valcambi","5.000000","Bedford Gold & Silver Exchange","Silver","SB10VAL"
"CON-57456","SO-32263","2/28/2023","Silver Bar 10 oz Valcambi","1.000000","Jon E. Arendsen Designs Inc.","Silver","SB10VAL"
"CON-59482","SO-33513","4/28/2023","Silver Bar 10 oz Valcambi","48.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SB10VAL"
"CON-58959","SO-33207","4/11/2023","Silver Bar 10 oz Valcambi","10.000000","Dr. Gold Jewelry and Diamonds","Silver","SB10VAL"
"CON-58238","SO-32737","3/22/2023","Silver Bar 10 oz Valcambi","5.000000","Direct Silver Factory","Silver","SB10VAL"
